Jenis_Kelamin,Umur,SIM,Kode_Daerah,Sudah_Asuransi,Umur_Kendaraan,Kendaraan_Rusak,Premi,Kanal_Penjualan,Lama_Berlangganan,Tertarik,Prediksi
0,45,1,28,0,1,1,43881.0,26,30,0,0.0
1,45,1,28,0,1,1,37141.0,26,273,1,0.0
1,34,1,30,0,1,1,26399.0,154,90,1,0.0
1,22,1,27,0,0,0,23847.0,152,110,0,0.0
0,42,1,8,0,1,1,43546.0,154,175,1,0.0
1,32,1,41,0,0,1,22929.0,124,187,1,0.0
0,31,1,41,1,0,0,2630.0,26,260,0,0.0
1,21,1,8,1,0,0,53829.0,152,59,0,0.0
1,27,1,33,1,0,0,22815.0,152,39,0,0.0
0,76,1,50,0,2,1,21271.0,26,286,0,0.0
0,29,1,41,1,0,0,27489.0,152,273,0,0.0
0,34,1,28,0,1,1,39330.0,124,232,1,0.0
0,50,1,46,1,1,0,31300.0,26,159,0,0.0
0,60,1,39,1,1,0,46237.0,26,244,0,0.0
0,39,1,28,1,1,0,2630.0,124,237,0,0.0
1,25,1,25,1,0,0,24746.0,152,192,0,0.0
0,22,1,15,0,0,1,31349.0,152,21,0,0.0
0,57,1,28,0,1,1,29235.0,60,17,0,0.0
0,52,1,46,1,1,0,39884.0,26,168,0,0.0
1,64,1,33,1,1,0,33243.0,26,189,0,0.0
1,39,1,50,0,1,0,2630.0,156,20,0,0.0
1,22,1,2,1,0,0,27066.0,152,240,0,0.0
0,23,1,8,1,0,0,43644.0,152,162,0,0.0
0,52,1,28,0,2,1,42434.0,124,91,0,0.0
0,25,1,45,1,0,0,26116.0,26,89,0,0.0
0,49,1,38,1,1,0,2630.0,26,183,0,0.0
0,23,1,15,0,0,1,39534.0,152,140,1,0.0
0,46,1,3,0,1,1,38583.0,26,65,0,0.0
0,51,1,28,0,1,1,37267.0,26,48,0,0.0
0,55,1,50,0,1,1,32428.0,124,69,0,0.0
1,21,1,15,0,0,1,44315.0,152,133,0,0.0
1,44,1,28,1,1,0,43351.0,26,251,0,0.0
0,75,1,28,0,1,1,2630.0,3,44,0,0.0
0,44,1,28,0,1,1,35561.0,124,71,1,0.0
1,50,1,28,0,1,1,55330.0,124,149,0,0.0
1,66,1,29,0,1,1,29187.0,124,109,0,0.0
0,36,1,8,0,1,1,32357.0,124,298,0,0.0
1,23,1,18,1,0,0,38333.0,152,157,0,0.0
0,41,1,28,0,1,1,30241.0,26,73,1,0.0
0,24,1,11,1,0,0,22749.0,152,229,0,0.0
0,63,1,28,1,1,1,32558.0,26,128,0,0.0
0,25,1,28,0,0,1,39902.0,152,193,1,0.0
1,36,1,34,0,1,1,28843.0,124,266,0,0.0
0,24,1,10,1,0,0,34654.0,152,117,0,0.0
1,21,1,37,1,0,0,31783.0,160,22,0,0.0
0,25,1,21,1,0,0,21654.0,152,271,0,0.0
0,49,1,28,0,1,1,27246.0,26,210,0,0.0
1,27,1,21,1,0,0,21381.0,152,200,0,0.0
1,22,1,28,1,0,0,2630.0,124,76,0,0.0
0,21,1,47,1,0,0,37976.0,152,58,0,0.0
1,21,1,15,1,0,0,29226.0,152,254,0,0.0
0,41,1,28,1,1,0,39544.0,124,264,0,0.0
1,23,1,33,1,0,0,45321.0,152,82,0,0.0
1,22,1,28,1,0,0,44203.0,152,50,0,0.0
0,43,1,19,0,1,1,30618.0,42,293,1,0.0
1,24,1,14,1,0,0,21763.0,152,125,0,0.0
0,54,1,14,0,1,1,2630.0,156,220,1,0.0
0,39,1,48,1,1,0,2630.0,122,63,0,0.0
0,48,1,28,1,1,0,35154.0,124,171,0,0.0
1,47,1,3,0,1,1,2630.0,124,122,0,0.0
0,43,1,46,1,1,0,52619.0,124,279,0,0.0
0,45,1,15,1,1,0,29350.0,26,100,0,0.0
0,48,1,28,0,1,1,34899.0,124,229,0,0.0
1,66,1,41,1,1,0,36072.0,26,86,0,0.0
0,39,1,21,0,1,1,31840.0,26,228,0,0.0
1,80,1,28,1,1,0,2630.0,44,93,0,0.0
1,34,1,28,1,1,0,41942.0,124,96,0,0.0
0,23,1,37,0,0,0,32749.0,152,44,0,0.0
0,43,1,28,0,1,1,33751.0,26,57,0,0.0
0,22,1,50,0,0,1,36227.0,152,107,0,0.0
0,43,1,28,0,1,1,57749.0,154,157,0,0.0
0,30,1,24,1,0,0,29950.0,152,164,0,0.0
1,30,1,41,0,1,1,27722.0,124,156,1,0.0
1,29,1,29,1,0,0,2630.0,152,166,0,0.0
0,70,1,41,0,2,1,47993.0,26,142,1,0.0
0,46,1,28,0,2,1,54271.0,26,287,0,1.0
1,51,1,28,0,2,1,33632.0,124,137,0,0.0
1,24,1,11,1,0,0,36054.0,152,72,0,0.0
0,29,1,18,1,0,0,40466.0,152,51,0,0.0
0,49,1,39,0,1,1,2630.0,156,155,0,0.0
0,21,1,46,1,0,1,19464.0,152,207,0,0.0
0,53,1,45,0,1,1,34753.0,124,225,1,0.0
1,26,1,10,1,0,0,34076.0,152,197,0,0.0
0,78,1,28,0,1,1,30204.0,26,203,0,0.0
0,54,1,28,0,1,1,29616.0,59,52,0,0.0
0,29,1,8,1,0,0,38772.0,152,93,0,0.0
1,23,1,46,1,0,0,36278.0,152,57,0,0.0
0,44,1,28,1,1,0,41336.0,26,236,0,0.0
0,31,1,28,1,0,0,37460.0,152,225,0,0.0
0,25,1,46,1,0,0,31182.0,152,126,0,0.0
0,34,1,41,1,1,0,38536.0,153,290,0,0.0
0,41,1,50,0,1,1,2630.0,124,180,1,0.0
1,23,1,8,1,0,0,48712.0,152,248,0,0.0
0,36,1,28,1,1,0,30074.0,122,273,0,0.0
1,46,1,10,1,1,0,29347.0,152,238,0,0.0
0,43,1,8,0,1,1,37934.0,124,58,0,0.0
1,37,1,41,0,1,1,25169.0,124,250,0,0.0
0,48,1,15,0,1,0,34601.0,124,180,0,0.0
1,79,1,46,0,1,1,42361.0,11,287,0,0.0
1,76,1,28,0,1,1,46506.0,26,219,0,0.0
1,27,1,8,1,0,0,40044.0,152,194,0,0.0
0,24,1,15,0,0,0,36274.0,152,114,0,0.0
0,65,1,38,0,1,1,32497.0,124,83,0,0.0
1,22,1,29,1,0,0,38869.0,152,18,0,0.0
1,23,1,47,1,0,0,35158.0,152,236,0,0.0
1,24,1,46,0,0,1,26508.0,163,107,0,0.0
0,57,1,28,0,0,0,2630.0,1,59,0,0.0
0,54,1,20,0,2,1,2630.0,154,42,0,0.0
0,21,1,16,0,0,0,2630.0,160,240,0,0.0
0,32,1,28,0,1,1,38240.0,124,210,0,1.0
0,69,1,28,0,1,1,49642.0,26,183,0,0.0
1,28,1,35,1,0,1,27368.0,152,123,0,0.0
1,37,1,28,0,0,0,2630.0,1,192,0,0.0
1,47,1,28,1,1,0,22882.0,26,216,0,0.0
0,30,1,8,1,0,0,34970.0,152,41,0,0.0
1,26,1,49,0,0,1,25414.0,152,80,0,0.0
1,23,1,32,1,0,0,2630.0,152,171,0,0.0
0,71,1,8,1,1,0,52688.0,152,285,0,0.0
0,21,1,27,0,0,1,19761.0,152,281,0,0.0
1,78,1,28,0,2,1,26691.0,26,218,0,0.0
1,24,1,3,1,0,0,30725.0,152,138,0,0.0
0,44,1,28,0,1,1,24363.0,122,280,1,0.0
1,25,1,50,1,0,0,26424.0,152,120,0,0.0
1,34,1,37,1,1,0,27746.0,151,102,0,0.0
0,23,1,8,1,0,0,40718.0,160,88,0,0.0
0,56,1,28,0,1,1,35153.0,26,284,0,0.0
0,66,1,28,0,2,1,2630.0,45,123,1,0.0
0,74,1,28,1,1,1,36351.0,26,138,0,0.0
1,36,1,50,0,1,1,2630.0,156,69,0,0.0
0,55,1,8,0,1,1,31821.0,124,46,1,0.0
1,23,1,3,1,0,0,28622.0,26,234,0,0.0
0,30,1,21,1,0,0,31797.0,152,71,0,0.0
0,28,1,28,1,0,0,41640.0,152,24,0,0.0
0,33,1,41,0,1,1,27791.0,163,115,0,0.0
0,27,1,6,1,0,0,35821.0,26,135,0,0.0
0,22,1,6,1,0,0,24480.0,152,40,0,0.0
0,71,1,28,1,1,0,50864.0,26,78,0,0.0
0,24,1,36,1,0,0,25075.0,151,255,0,0.0
0,48,1,0,0,1,1,2630.0,124,287,0,0.0
1,61,1,0,0,1,1,2630.0,25,296,0,1.0
1,67,1,28,1,1,0,2630.0,26,154,0,0.0
1,46,1,19,0,1,1,29611.0,26,296,0,0.0
0,43,1,41,0,1,1,36985.0,124,233,1,0.0
0,45,1,28,0,1,1,41796.0,26,214,0,0.0
0,49,1,28,0,1,1,36933.0,26,63,0,0.0
1,57,1,15,0,1,1,37823.0,124,127,0,0.0
0,61,1,24,0,1,1,35054.0,154,34,0,0.0
1,41,1,35,0,1,0,23041.0,124,176,0,0.0
0,24,1,41,1,0,0,35280.0,152,191,0,0.0
0,27,1,15,0,0,1,47344.0,152,56,0,0.0
0,68,1,41,0,1,1,38189.0,124,230,0,0.0
0,44,1,46,1,1,0,25698.0,124,260,0,0.0
1,28,1,33,1,0,0,34199.0,152,185,0,0.0
1,22,1,28,1,0,0,34337.0,152,52,0,0.0
1,23,1,30,1,0,0,28203.0,152,71,0,0.0
1,23,1,39,1,0,0,31351.0,152,118,0,0.0
0,40,1,15,1,1,0,40722.0,26,192,0,0.0
0,43,1,39,1,1,0,38384.0,26,277,0,0.0
0,62,1,35,0,1,1,41926.0,124,53,0,0.0
0,30,1,30,0,0,1,26955.0,156,50,0,1.0
0,21,1,35,0,0,1,37854.0,160,91,0,0.0
0,67,1,33,1,1,0,42063.0,124,91,0,0.0
0,43,1,29,1,1,0,27226.0,124,128,0,0.0
0,45,1,28,1,1,0,28751.0,125,236,0,0.0
1,75,1,28,0,1,1,38739.0,122,177,0,0.0
1,30,1,28,1,0,0,26974.0,152,168,0,0.0
0,39,1,28,0,1,1,36738.0,156,287,0,0.0
0,40,1,35,1,1,0,25723.0,124,240,0,0.0
0,50,1,28,0,2,1,38735.0,122,35,0,0.0
1,23,1,8,0,0,0,38672.0,152,88,0,0.0
1,33,1,18,0,1,0,26805.0,124,161,0,0.0
1,61,1,28,1,1,0,38039.0,124,293,0,0.0
0,36,1,48,1,1,0,2630.0,8,11,0,0.0
0,44,1,28,0,1,1,46078.0,124,159,1,0.0
0,39,1,28,0,1,0,27140.0,124,291,0,0.0
0,25,1,45,0,0,1,2630.0,152,222,1,0.0
0,48,1,28,0,2,1,49425.0,124,237,0,0.0
1,25,1,33,1,0,0,27016.0,152,163,0,0.0
1,31,1,46,0,0,1,34150.0,152,130,0,0.0
0,57,1,20,1,1,0,2630.0,133,102,0,0.0
0,24,1,14,0,0,1,33742.0,152,186,0,0.0
0,48,1,6,0,1,1,34520.0,124,162,0,0.0
1,22,1,47,0,0,1,23976.0,152,242,0,0.0
0,68,1,28,1,1,0,46637.0,26,101,0,0.0
1,48,1,8,0,1,1,32805.0,26,46,0,0.0
0,41,1,33,0,1,1,26007.0,157,45,0,0.0
1,25,1,28,1,0,0,54440.0,152,167,0,0.0
1,26,1,46,1,0,0,28722.0,152,261,0,0.0
0,73,1,26,1,1,0,39560.0,22,256,0,0.0
0,23,1,3,1,0,0,18091.0,152,275,0,0.0
1,22,1,21,1,0,0,21956.0,152,113,0,0.0
0,74,1,28,0,1,1,39239.0,124,57,0,0.0
1,24,1,41,1,0,0,28392.0,153,202,0,0.0
1,49,1,20,0,1,1,2630.0,26,252,1,0.0
0,25,1,17,1,0,0,2630.0,151,272,0,0.0
1,55,1,5,0,1,1,2630.0,26,153,1,0.0
1,20,1,50,0,0,1,41073.0,160,59,0,0.0
1,26,1,45,1,0,0,27566.0,152,35,0,0.0
1,39,1,16,1,1,0,20932.0,152,195,0,0.0
0,48,1,14,0,2,1,2630.0,156,233,0,0.0
0,23,1,30,1,0,0,30381.0,152,133,0,0.0
0,71,1,14,0,1,1,2630.0,156,258,0,0.0
0,23,1,37,1,0,0,31649.0,151,278,0,0.0
0,21,1,46,0,0,0,2630.0,160,97,0,0.0
0,43,1,29,0,1,1,26203.0,26,87,0,0.0
1,26,1,8,1,0,0,42549.0,152,182,0,0.0
1,20,1,6,0,0,1,42664.0,160,12,0,0.0
0,68,1,2,1,1,0,34796.0,26,170,0,0.0
1,22,1,16,0,0,1,2630.0,152,211,0,0.0
0,25,1,30,1,0,0,29280.0,152,65,0,0.0
1,23,1,28,0,0,1,32212.0,152,225,1,0.0
0,39,1,46,0,1,1,41602.0,26,15,0,0.0
1,49,1,28,0,1,0,37594.0,26,37,0,0.0
1,74,1,37,0,2,1,38764.0,26,247,0,0.0
0,29,1,3,0,0,0,2630.0,1,141,0,0.0
1,25,1,6,0,0,1,2630.0,152,288,0,0.0
0,21,1,46,1,0,0,39638.0,160,123,0,0.0
1,26,1,37,1,0,0,32700.0,152,210,0,0.0
0,47,1,46,0,1,0,25792.0,26,154,0,0.0
0,21,1,3,0,0,1,33317.0,160,62,0,0.0
1,27,1,8,1,0,0,32187.0,152,60,0,0.0
1,43,1,28,0,1,0,38689.0,26,237,1,0.0
0,48,1,11,0,1,0,28155.0,26,272,0,0.0
1,25,1,41,0,0,0,33128.0,152,144,0,0.0
0,26,1,16,0,0,1,29709.0,152,205,0,0.0
0,45,1,8,0,2,1,41460.0,26,166,1,0.0
0,41,1,28,1,1,0,33988.0,152,91,0,0.0
1,25,1,29,1,0,0,29826.0,152,280,0,0.0
1,21,1,2,0,0,1,27064.0,152,51,0,0.0
0,24,1,41,1,0,0,37644.0,152,18,0,0.0
1,27,1,3,0,0,1,19091.0,152,50,0,0.0
1,79,1,28,1,1,0,32752.0,26,223,0,0.0
0,34,1,3,1,0,0,22969.0,152,73,0,0.0
0,53,1,50,0,1,1,32981.0,124,193,0,0.0
0,63,1,8,0,1,1,38698.0,26,289,0,0.0
1,73,1,28,1,1,1,53301.0,13,187,0,0.0
0,55,1,8,0,1,1,35167.0,7,187,0,0.0
0,22,1,15,1,0,1,35741.0,152,22,0,0.0
0,28,1,50,1,0,0,26267.0,152,70,0,0.0
1,27,1,34,1,1,0,33338.0,124,110,0,0.0
1,24,1,6,1,0,0,23996.0,152,90,0,0.0
0,41,1,28,0,1,1,33036.0,124,247,0,0.0
0,35,1,46,0,1,0,2630.0,124,36,0,0.0
1,59,1,9,1,1,0,43103.0,26,82,0,0.0
1,20,1,3,0,0,1,19836.0,160,72,0,0.0
1,22,1,27,0,0,1,37765.0,152,26,0,0.0
0,51,1,41,0,2,1,37628.0,124,241,1,0.0
1,37,1,16,0,1,0,33869.0,156,174,0,0.0
0,22,1,41,1,1,1,2630.0,163,146,0,0.0
0,54,1,28,1,1,0,58803.0,26,95,0,0.0
0,27,1,34,0,0,0,26948.0,152,146,0,0.0
1,45,1,28,0,1,1,47836.0,26,174,1,0.0
1,34,1,28,1,1,0,42197.0,152,160,0,0.0
1,29,1,15,0,0,1,31713.0,154,20,1,0.0
0,23,1,50,1,0,0,32537.0,152,195,0,0.0
0,25,1,47,1,0,0,36466.0,153,108,0,0.0
1,31,1,28,0,0,1,50470.0,152,43,0,1.0
0,52,1,29,0,1,1,22367.0,26,40,1,0.0
1,35,1,4,0,1,1,2630.0,154,164,1,1.0
0,44,1,8,0,1,1,30510.0,116,137,1,0.0
1,27,1,45,1,0,0,28098.0,152,212,0,0.0
0,22,1,28,1,0,0,29777.0,152,153,0,0.0
0,80,1,28,1,1,1,37613.0,124,131,0,0.0
1,21,1,36,1,0,0,2630.0,156,202,0,0.0
1,38,1,28,0,1,1,36475.0,13,104,0,1.0
0,24,1,21,1,0,0,37351.0,152,237,0,0.0
1,36,1,28,0,1,1,41540.0,124,194,1,0.0
0,52,1,28,0,1,1,39215.0,124,227,1,0.0
1,53,1,28,0,1,1,28173.0,13,287,0,0.0
1,21,1,28,0,1,1,2630.0,163,294,0,0.0
0,23,1,30,1,0,0,25800.0,152,225,0,0.0
0,53,1,28,0,1,1,39258.0,124,33,0,0.0
1,37,1,48,0,1,1,2630.0,124,62,0,0.0
0,24,1,41,1,0,0,34678.0,152,161,0,0.0
1,47,1,28,1,1,0,31252.0,26,32,0,0.0
1,30,1,15,1,0,0,39460.0,152,14,0,0.0
0,23,1,8,1,0,0,46609.0,152,241,0,0.0
0,23,1,30,1,0,0,31132.0,152,201,0,0.0
0,42,1,28,0,1,1,35049.0,29,193,0,0.0
0,55,1,46,0,1,1,23539.0,163,182,1,0.0
1,73,1,35,1,1,0,29715.0,124,231,0,0.0
0,40,1,28,0,1,1,32300.0,26,161,0,0.0
0,50,1,28,0,1,1,44535.0,124,117,0,0.0
0,21,1,46,0,0,1,45826.0,160,246,0,0.0
0,24,1,28,1,0,0,43316.0,152,142,0,0.0
0,48,1,1,0,2,1,2630.0,26,187,0,1.0
0,22,1,8,1,0,0,42338.0,152,99,0,0.0
0,53,1,28,0,1,1,2630.0,122,231,1,0.0
0,74,1,28,0,1,1,45418.0,122,96,1,0.0
1,27,1,18,1,0,0,25317.0,152,238,0,0.0
0,49,1,28,0,1,1,28209.0,26,35,0,0.0
0,26,1,28,1,0,0,54522.0,152,277,0,0.0
0,22,1,29,1,0,0,34213.0,152,58,0,0.0
0,60,1,8,0,2,1,47662.0,26,59,0,0.0
0,64,1,28,0,1,0,42555.0,26,50,0,0.0
1,42,1,8,0,1,1,30010.0,124,54,0,0.0
1,28,1,8,1,0,0,37456.0,152,224,0,0.0
1,57,1,28,0,1,1,33744.0,26,134,0,0.0
0,41,1,36,0,1,1,2630.0,156,184,0,0.0
1,24,1,39,0,1,1,2630.0,163,252,0,0.0
1,25,1,3,1,0,0,30567.0,152,131,0,0.0
1,20,1,4,0,0,0,2630.0,160,19,0,0.0
1,24,1,12,0,0,1,26444.0,152,26,0,0.0
0,65,1,8,0,1,1,50757.0,124,108,0,0.0
1,38,1,26,1,1,0,32657.0,22,206,0,0.0
1,62,1,29,0,1,1,36007.0,124,83,0,0.0
0,62,1,0,0,2,1,2630.0,122,186,0,0.0
1,35,1,33,0,1,1,28170.0,124,153,0,0.0
1,79,1,28,0,1,1,33973.0,26,155,0,0.0
1,52,1,28,1,1,0,27273.0,152,295,0,0.0
1,77,0,6,1,1,0,19774.0,26,225,0,0.0
0,40,1,0,0,1,1,2630.0,124,277,0,1.0
1,27,1,28,1,0,0,41790.0,152,162,0,0.0
1,21,1,28,1,0,0,36321.0,160,87,0,0.0
0,40,1,30,0,1,1,35557.0,26,76,0,0.0
0,46,1,41,0,1,1,30574.0,12,50,1,0.0
0,51,1,28,0,1,1,43682.0,26,82,0,0.0
1,29,1,27,0,1,1,2630.0,124,180,0,1.0
1,26,1,11,1,0,0,39766.0,152,130,0,0.0
0,57,1,38,0,1,1,2630.0,26,93,1,0.0
0,22,1,10,1,0,0,36894.0,152,183,0,0.0
0,23,1,18,1,0,0,42010.0,152,255,0,0.0
0,64,1,28,1,1,0,30569.0,26,216,0,0.0
1,22,1,28,1,1,0,47767.0,26,87,0,0.0
0,43,1,39,0,1,1,23824.0,122,47,1,0.0
0,42,1,3,0,1,1,27995.0,124,197,1,0.0
0,41,1,46,0,1,1,2630.0,157,202,1,0.0
0,25,1,28,0,0,1,44284.0,124,184,0,0.0
0,43,1,46,0,1,1,34800.0,154,292,0,0.0
0,26,1,28,1,0,0,35016.0,152,267,0,0.0
0,50,1,47,0,1,1,34918.0,26,17,1,0.0
1,24,1,18,1,0,0,31358.0,152,205,0,0.0
0,72,1,12,0,1,1,32876.0,26,243,0,0.0
0,38,1,46,0,1,1,26708.0,124,43,0,0.0
1,27,1,33,1,0,0,31669.0,152,253,0,0.0
0,35,1,29,0,1,1,42464.0,124,204,1,0.0
1,21,1,15,0,0,0,39578.0,152,230,0,0.0
0,73,1,28,1,1,0,56566.0,122,233,0,0.0
0,21,1,28,0,0,1,31118.0,152,294,0,0.0
0,24,1,8,1,0,0,34811.0,152,139,0,0.0
0,49,1,28,0,2,1,49430.0,26,143,0,0.0
0,28,1,30,1,0,0,21902.0,152,93,0,0.0
0,35,1,29,1,1,0,30256.0,154,299,0,0.0
0,32,1,28,0,1,1,52319.0,122,138,0,0.0
1,54,1,41,0,1,1,30487.0,152,86,0,0.0
1,78,1,46,1,1,0,24894.0,26,287,0,0.0
0,30,1,28,0,0,1,37859.0,163,21,1,0.0
0,26,1,30,0,0,1,34903.0,152,119,0,0.0
0,54,1,33,0,1,1,2630.0,156,34,1,0.0
0,25,1,37,0,0,1,50878.0,160,92,0,0.0
0,75,1,28,0,1,1,29112.0,122,129,0,0.0
0,50,1,15,0,1,0,33901.0,26,164,0,0.0
1,23,1,6,1,0,0,15139.0,152,127,0,0.0
0,51,1,8,0,1,1,36896.0,26,272,1,0.0
0,34,1,28,0,1,1,35461.0,124,114,0,0.0
0,43,1,46,0,1,1,25442.0,124,220,1,0.0
0,23,1,50,1,0,0,34562.0,151,149,0,0.0
1,28,1,16,1,0,0,2630.0,152,159,0,0.0
1,23,1,50,1,0,0,26721.0,151,156,0,0.0
0,48,1,28,0,1,1,38741.0,124,174,0,0.0
0,54,1,41,1,1,0,27595.0,26,146,0,0.0
0,35,1,28,1,1,1,31024.0,124,273,0,0.0
1,26,1,50,1,0,0,21037.0,152,224,0,0.0
0,31,1,27,1,0,0,2630.0,152,265,0,0.0
0,31,1,29,0,0,1,36350.0,124,132,1,1.0
1,49,1,41,0,1,1,2630.0,156,34,0,0.0
0,60,1,29,0,1,1,60311.0,124,223,0,0.0
1,21,1,36,0,0,1,29501.0,160,148,0,0.0
1,55,1,50,1,1,0,27253.0,66,147,0,0.0
0,26,1,29,1,0,0,32501.0,152,283,0,0.0
1,39,1,3,0,1,0,25781.0,124,60,0,0.0
0,51,1,41,0,1,1,37688.0,26,44,0,0.0
0,25,1,30,1,0,0,44025.0,152,275,0,0.0
1,27,1,46,0,0,1,32253.0,152,19,0,0.0
0,34,1,6,0,1,1,21762.0,26,246,1,1.0
0,23,1,28,1,0,0,45391.0,26,90,0,0.0
0,53,1,28,1,1,0,31843.0,29,95,0,0.0
0,63,1,47,1,1,0,38281.0,124,257,0,0.0
0,40,1,24,0,1,1,22945.0,124,69,0,0.0
1,27,1,28,0,0,1,37307.0,124,260,1,0.0
1,54,1,29,0,1,1,2630.0,156,259,0,0.0
0,57,1,28,0,2,1,42790.0,26,74,1,0.0
1,23,1,47,0,0,1,29609.0,26,112,0,0.0
1,23,1,51,1,0,0,51637.0,152,62,0,0.0
1,26,1,28,1,0,0,38628.0,152,28,0,0.0
0,50,1,28,1,1,0,53787.0,26,287,0,0.0
1,21,1,8,0,0,1,33792.0,160,276,0,0.0
0,45,1,3,0,1,1,22667.0,26,253,0,0.0
0,36,1,23,0,1,1,22296.0,156,62,1,0.0
1,53,1,2,0,2,1,32592.0,124,108,0,0.0
1,25,1,43,1,0,0,43613.0,152,237,0,0.0
0,47,1,46,1,1,0,33494.0,91,281,0,0.0
1,30,1,33,0,0,0,2630.0,152,124,0,0.0
0,49,1,26,0,1,1,28071.0,124,15,0,0.0
1,47,1,28,0,1,1,38744.0,25,22,1,0.0
0,51,1,28,0,1,0,47497.0,26,272,0,0.0
0,27,1,33,1,0,0,2630.0,160,273,0,0.0
1,29,1,28,0,0,1,32921.0,124,251,0,0.0
0,59,1,41,0,2,1,32530.0,109,100,0,0.0
0,59,1,25,0,2,1,42464.0,124,216,0,0.0
0,38,1,41,0,1,1,26952.0,124,186,0,0.0
1,28,1,8,1,0,0,27240.0,152,253,0,0.0
0,79,1,18,0,1,1,47821.0,124,29,0,0.0
1,20,1,28,0,1,1,40613.0,26,76,0,0.0
0,23,1,41,0,0,1,42343.0,152,255,0,0.0
0,26,1,21,0,0,1,32455.0,152,191,0,0.0
0,56,1,48,1,1,0,2630.0,26,72,0,0.0
0,47,1,37,0,0,1,37358.0,26,114,1,1.0
0,28,1,50,1,0,0,37198.0,152,268,0,0.0
1,22,1,36,0,0,1,18971.0,152,202,0,0.0
1,26,1,21,1,0,0,22700.0,152,160,0,0.0
0,56,1,8,1,1,0,47515.0,26,35,0,0.0
0,27,1,28,0,0,1,43103.0,26,65,0,0.0
1,41,1,28,0,1,1,39877.0,26,20,0,0.0
1,21,1,28,0,0,1,37504.0,160,33,0,0.0
1,24,1,21,1,0,0,25742.0,152,165,0,0.0
1,24,1,6,1,0,0,20712.0,152,94,0,0.0
1,23,1,37,0,0,1,37903.0,26,96,0,0.0
0,47,1,28,0,1,1,54773.0,26,15,1,0.0
1,26,1,1,0,0,1,2630.0,152,106,0,0.0
1,22,1,50,1,0,0,36672.0,152,94,0,0.0
1,23,1,30,1,0,0,29760.0,152,93,0,0.0
0,58,1,28,0,1,0,42695.0,26,92,0,0.0
0,23,1,16,0,0,1,34378.0,152,73,0,0.0
1,48,1,28,0,1,1,35413.0,124,197,0,0.0
0,72,1,3,1,1,0,31561.0,26,170,0,0.0
1,59,1,28,0,1,1,44333.0,124,125,0,0.0
1,72,1,8,1,1,0,21693.0,124,22,0,0.0
0,43,1,11,1,1,1,22420.0,26,265,0,0.0
1,22,1,45,0,0,1,31916.0,152,285,0,0.0
0,22,1,22,1,0,0,18148.0,152,46,0,0.0
0,39,1,28,1,1,0,30641.0,124,82,0,0.0
0,50,1,15,0,1,1,33498.0,14,80,0,0.0
1,46,1,39,0,1,1,34296.0,124,144,0,0.0
0,20,1,46,0,0,1,30441.0,160,191,0,0.0
0,63,1,28,0,1,1,55603.0,124,117,1,0.0
1,22,1,46,1,0,0,38042.0,152,137,0,0.0
0,52,1,29,0,1,1,38840.0,157,14,1,0.0
0,60,1,28,0,2,1,61102.0,26,179,0,0.0
0,20,1,2,0,0,1,24775.0,160,47,0,0.0
1,27,1,8,1,0,0,31318.0,152,237,0,0.0
0,54,1,2,0,2,1,33525.0,124,277,0,0.0
0,63,1,46,1,1,0,40363.0,124,215,0,0.0
0,23,1,22,1,0,0,2630.0,152,168,0,0.0
0,21,1,8,1,0,0,29336.0,152,209,0,0.0
1,25,1,13,1,0,0,30413.0,152,65,0,0.0
0,74,1,28,0,1,1,38962.0,13,166,0,0.0
1,21,1,30,1,0,0,26024.0,152,77,0,0.0
0,64,1,46,0,1,1,46266.0,124,140,0,0.0
1,27,1,14,0,0,1,26744.0,152,187,0,0.0
0,68,1,28,1,1,0,32202.0,26,90,0,0.0
1,25,1,29,1,0,0,34697.0,152,191,0,0.0
0,24,1,41,1,0,0,26742.0,152,199,0,0.0
1,29,1,15,1,0,0,2630.0,152,263,0,0.0
1,21,1,30,1,0,0,23930.0,152,283,0,0.0
0,36,1,28,0,1,1,52399.0,124,158,0,0.0
1,27,1,35,0,0,1,28365.0,152,148,0,0.0
1,24,1,15,1,0,0,32117.0,151,57,0,0.0
0,36,1,41,0,1,1,14437.0,154,137,1,0.0
1,24,1,41,1,0,0,25132.0,152,259,0,0.0
1,77,1,28,0,1,1,50066.0,124,121,0,0.0
0,22,1,41,0,0,1,31557.0,160,144,0,0.0
1,23,1,30,1,0,0,21292.0,152,267,0,0.0
0,25,1,8,1,0,0,27536.0,26,266,0,0.0
1,22,1,35,1,0,0,22634.0,160,290,0,0.0
1,50,1,28,0,1,1,42596.0,13,39,0,0.0
1,44,1,47,1,1,0,36789.0,26,53,0,0.0
0,40,1,28,1,1,0,36793.0,124,266,0,0.0
0,48,1,28,1,1,0,40405.0,26,14,0,0.0
0,29,1,10,1,0,0,25279.0,152,105,0,0.0
0,33,1,33,0,0,1,28981.0,124,38,1,0.0
1,23,1,14,0,0,1,26109.0,151,94,0,0.0
0,50,1,15,0,1,1,29089.0,14,197,0,0.0
0,22,1,25,1,0,0,26768.0,152,109,0,0.0
0,22,1,28,0,0,1,2630.0,163,26,1,0.0
1,36,1,28,0,1,1,50981.0,26,156,0,0.0
0,52,1,28,0,1,1,30999.0,122,54,0,0.0
0,38,1,28,1,1,0,28420.0,124,157,0,0.0
0,58,1,22,1,1,0,2630.0,124,182,0,0.0
